AAPL (APPLE INC),171.51,+0.40,
Jan 28 2018 @ 22:49 ET,Bid,171.39,Ask,171.40,Size,2x2,Vol,39143011,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
18 Feb 130.00 (AAPL1816B130-8),40.78,-8.09,39.35,43.70,5,2147,18 Feb 130.00 (AAPL1816N130-8),0.03,0.0,0.0,0.04,0,6043,
18 Feb 130.00 (AAPL1816B130-A),48.87,0.0,39.35,43.10,0,2147,18 Feb 130.00 (AAPL1816N130-A),0.03,0.0,0.01,0.04,0,6043,
18 Feb 130.00 (AAPL1816B130-B),43.27,0.0,39.35,43.70,0,2147,18 Feb 130.00 (AAPL1816N130-B),0.05,-0.02,0.0,2.15,2,6043,
18 Feb 130.00 (AAPL1816B130-E),43.21,0.0,40.95,42.20,0,2147,18 Feb 130.00 (AAPL1816N130-E),0.03,-0.01,0.01,0.04,19,6043,
18 Feb 130.00 (AAPL1816B130-I),50.00,0.0,39.35,43.40,0,2147,18 Feb 130.00 (AAPL1816N130-I),0.07,0.0,0.01,0.04,0,6043,
18 Feb 130.00 (AAPL1816B130-J),32.80,0.0,39.05,43.70,0,2147,18 Feb 130.00 (AAPL1816N130-J),0.15,0.0,0.0,0.04,0,6043,
18 Feb 130.00 (AAPL1816B130-K),43.05,0.0,39.35,43.70,0,2147,18 Feb 130.00 (AAPL1816N130-K),0.15,0.0,0.0,0.04,0,6043,
18 Feb 130.00 (AAPL1816B130-O),41.30,0.0,39.40,43.65,0,2147,18 Feb 130.00 (AAPL1816N130-O),0.04,0.0,0.02,0.04,0,6043,
18 Feb 130.00 (AAPL1816B130-OG),45.50,0.0,39.35,43.70,0,2147,18 Feb 130.00 (AAPL1816N130-OG),0.04,0.0,0.0,2.15,0,6043,
18 Feb 130.00 (AAPL1816B130-P),48.70,0.0,39.55,42.20,0,2147,18 Feb 130.00 (AAPL1816N130-P),0.06,0.0,0.0,0.04,0,6043,
18 Feb 130.00 (AAPL1816B130-S),48.50,0.0,39.35,43.40,0,2147,18 Feb 130.00 (AAPL1816N130-S),0.04,0.0,0.02,0.04,0,6043,
18 Feb 130.00 (AAPL1816B130-X),41.25,-6.94,39.35,43.65,1,2147,18 Feb 130.00 (AAPL1816N130-X),0.04,-0.03,0.01,0.04,3,6043,
18 Feb 130.00 (AAPL1816B130-Y),44.40,0.0,40.90,42.30,0,2147,18 Feb 130.00 (AAPL1816N130-Y),0.07,0.0,0.01,0.11,0,6043,
18 Feb 135.00 (AAPL1816B135),38.70,0.0,35.95,37.20,0,745,18 Feb 135.00 (AAPL1816N135),0.04,-0.02,0.04,0.05,726,6494,
18 Feb 135.00 (AAPL1816B135-3),21.72,0.0,34.40,38.70,0,745,18 Feb 135.00 (AAPL1816N135-3),0.05,0.0,0.03,0.06,0,6494,
18 Feb 135.00 (AAPL1816B135-4),38.13,0.0,35.95,37.20,0,745,18 Feb 135.00 (AAPL1816N135-4),0.08,0.0,0.03,0.06,0,6494,
18 Feb 135.00 (AAPL1816B135-8),39.98,0.0,34.40,38.70,0,745,18 Feb 135.00 (AAPL1816N135-8),0.05,-0.01,0.01,0.14,12,6494,
18 Feb 135.00 (AAPL1816B135-A),38.70,0.0,34.55,38.05,0,745,18 Feb 135.00 (AAPL1816N135-A),0.04,-0.02,0.03,0.06,323,6494,
18 Feb 135.00 (AAPL1816B135-B),40.85,0.0,34.40,38.70,0,745,18 Feb 135.00 (AAPL1816N135-B),0.19,0.0,0.0,2.17,0,6494,
18 Feb 135.00 (AAPL1816B135-E),40.23,0.0,35.95,37.20,0,745,18 Feb 135.00 (AAPL1816N135-E),0.04,-0.01,0.03,0.06,10,6494,
18 Feb 135.00 (AAPL1816B135-I),42.30,0.0,34.40,38.35,0,745,18 Feb 135.00 (AAPL1816N135-I),0.04,-0.01,0.02,0.05,369,6494,
18 Feb 135.00 (AAPL1816B135-J),0.0,0.0,34.40,38.70,0,745,18 Feb 135.00 (AAPL1816N135-J),0.14,0.0,0.0,0.26,0,6494,
18 Feb 135.00 (AAPL1816B135-K),21.25,0.0,34.40,38.70,0,745,18 Feb 135.00 (AAPL1816N135-K),2.71,0.0,0.0,2.17,0,6494,
18 Feb 135.00 (AAPL1816B135-O),39.40,0.0,34.40,38.70,0,745,18 Feb 135.00 (AAPL1816N135-O),0.06,0.0,0.04,0.05,0,6494,
18 Feb 135.00 (AAPL1816B135-OG),37.80,0.0,34.40,38.70,0,745,18 Feb 135.00 (AAPL1816N135-OG),0.05,0.0,0.0,2.17,0,6494,
18 Feb 135.00 (AAPL1816B135-P),43.50,0.0,34.55,37.20,0,745,18 Feb 135.00 (AAPL1816N135-P),0.05,0.0,0.02,0.05,12,6494,
18 Feb 135.00 (AAPL1816B135-S),40.30,0.0,34.40,38.35,0,745,18 Feb 135.00 (AAPL1816N135-S),0.05,0.0,0.03,0.05,0,6494,
18 Feb 135.00 (AAPL1816B135-X),39.96,0.0,34.40,38.65,0,745,18 Feb 135.00 (AAPL1816N135-X),0.05,0.0,0.03,0.06,0,6494,
18 Feb 135.00 (AAPL1816B135-Y),28.89,0.0,35.95,37.20,0,745,18 Feb 135.00 (AAPL1816N135-Y),0.06,0.0,0.0,0.13,0,6494,
18 Feb 140.00 (AAPL1816B140),31.30,+0.09,31.00,31.80,33,3410,18 Feb 140.00 (AAPL1816N140),0.07,-0.01,0.07,0.09,1123,10069,
18 Feb 140.00 (AAPL1816B140-3),32.58,0.0,31.00,31.80,0,3410,18 Feb 140.00 (AAPL1816N140-3),0.09,0.0,0.03,0.09,0,10069,
18 Feb 140.00 (AAPL1816B140-4),30.81,-2.46,31.00,31.80,6,3410,18 Feb 140.00 (AAPL1816N140-4),0.07,-0.01,0.06,0.09,1,10069,
18 Feb 140.00 (AAPL1816B140-8),30.88,-2.82,29.90,32.45,10,3410,18 Feb 140.00 (AAPL1816N140-8),0.09,+0.01,0.0,0.09,2,10069,
18 Feb 140.00 (AAPL1816B140-A),38.50,0.0,31.00,32.15,0,3410,18 Feb 140.00 (AAPL1816N140-A),0.08,0.0,0.06,0.09,1,10069,
18 Feb 140.00 (AAPL1816B140-B),31.00,0.0,29.40,33.75,0,3410,18 Feb 140.00 (AAPL1816N140-B),0.08,0.0,0.0,2.20,0,10069,
18 Feb 140.00 (AAPL1816B140-E),31.30,+0.09,31.00,31.80,6,3410,18 Feb 140.00 (AAPL1816N140-E),0.08,0.0,0.06,0.09,25,10069,
18 Feb 140.00 (AAPL1816B140-I),31.30,+0.30,29.60,33.45,4,3410,18 Feb 140.00 (AAPL1816N140-I),0.08,0.0,0.06,0.13,454,10069,
18 Feb 140.00 (AAPL1816B140-J),36.95,0.0,31.00,32.80,0,3410,18 Feb 140.00 (AAPL1816N140-J),0.10,0.0,0.0,0.09,0,10069,
18 Feb 140.00 (AAPL1816B140-K),22.65,0.0,29.40,33.75,0,3410,18 Feb 140.00 (AAPL1816N140-K),0.68,0.0,0.0,0.09,0,10069,
18 Feb 140.00 (AAPL1816B140-O),33.28,0.0,29.40,33.75,0,3410,18 Feb 140.00 (AAPL1816N140-O),0.08,+0.01,0.07,0.09,7,10069,
18 Feb 140.00 (AAPL1816B140-OG),31.15,-4.00,29.40,33.75,1,3410,18 Feb 140.00 (AAPL1816N140-OG),0.08,0.0,0.0,2.20,0,10069,
18 Feb 140.00 (AAPL1816B140-P),31.10,-5.80,31.00,31.80,2,3410,18 Feb 140.00 (AAPL1816N140-P),0.08,-0.01,0.02,0.09,7,10069,
18 Feb 140.00 (AAPL1816B140-S),35.15,0.0,31.00,33.45,0,3410,18 Feb 140.00 (AAPL1816N140-S),0.08,-0.01,0.07,0.09,66,10069,
18 Feb 140.00 (AAPL1816B140-X),30.82,-0.87,31.00,32.80,4,3410,18 Feb 140.00 (AAPL1816N140-X),0.07,-0.02,0.06,0.09,513,10069,
18 Feb 140.00 (AAPL1816B140-Y),38.05,0.0,31.00,32.25,0,3410,18 Feb 140.00 (AAPL1816N140-Y),0.08,0.0,0.0,0.16,47,10069,
18 Feb 145.00 (AAPL1816B145),26.50,+0.35,26.30,26.85,48,4540,18 Feb 145.00 (AAPL1816N145),0.15,-0.01,0.14,0.15,1036,11495,
18 Feb 145.00 (AAPL1816B145-3),25.76,-9.04,26.30,26.85,2,4540,18 Feb 145.00 (AAPL1816N145-3),0.15,0.0,0.09,0.15,0,11495,
18 Feb 145.00 (AAPL1816B145-4),32.40,0.0,26.30,26.85,0,4540,18 Feb 145.00 (AAPL1816N145-4),0.15,+0.01,0.10,0.15,10,11495,
18 Feb 145.00 (AAPL1816B145-8),26.15,-1.15,26.30,26.85,1,4540,18 Feb 145.00 (AAPL1816N145-8),0.15,-0.01,0.06,0.15,59,11495,
18 Feb 145.00 (AAPL1816B145-A),35.75,0.0,26.30,26.95,0,4540,18 Feb 145.00 (AAPL1816N145-A),0.12,0.0,0.01,0.15,0,11495,
18 Feb 145.00 (AAPL1816B145-B),26.21,-4.28,24.45,28.80,20,4540,18 Feb 145.00 (AAPL1816N145-B),0.17,-0.01,0.0,2.26,2,11495,
18 Feb 145.00 (AAPL1816B145-E),26.15,0.0,26.30,26.85,0,4540,18 Feb 145.00 (AAPL1816N145-E),0.15,-0.03,0.05,0.15,52,11495,
18 Feb 145.00 (AAPL1816B145-I),33.80,0.0,26.30,26.90,0,4540,18 Feb 145.00 (AAPL1816N145-I),0.15,+0.02,0.14,0.16,362,11495,
18 Feb 145.00 (AAPL1816B145-J),19.70,0.0,26.30,26.85,0,4540,18 Feb 145.00 (AAPL1816N145-J),0.19,0.0,0.0,0.15,0,11495,
18 Feb 145.00 (AAPL1816B145-K),30.45,0.0,26.30,26.85,0,4540,18 Feb 145.00 (AAPL1816N145-K),0.20,0.0,0.0,2.26,0,11495,
18 Feb 145.00 (AAPL1816B145-O),26.50,-4.25,24.65,28.80,3,4540,18 Feb 145.00 (AAPL1816N145-O),0.15,+0.02,0.13,0.15,88,11495,
18 Feb 145.00 (AAPL1816B145-OG),26.30,-4.40,24.45,28.80,1,4540,18 Feb 145.00 (AAPL1816N145-OG),0.14,0.0,0.0,2.26,0,11495,
18 Feb 145.00 (AAPL1816B145-P),35.99,0.0,26.30,26.85,0,4540,18 Feb 145.00 (AAPL1816N145-P),0.14,+0.03,0.08,0.15,126,11495,
18 Feb 145.00 (AAPL1816B145-S),33.80,0.0,26.30,26.85,0,4540,18 Feb 145.00 (AAPL1816N145-S),0.15,+0.02,0.14,0.15,113,11495,
18 Feb 145.00 (AAPL1816B145-X),26.33,-0.04,26.30,26.85,20,4540,18 Feb 145.00 (AAPL1816N145-X),0.14,0.0,0.10,0.15,18,11495,
18 Feb 145.00 (AAPL1816B145-Y),25.76,-6.41,26.05,27.35,1,4540,18 Feb 145.00 (AAPL1816N145-Y),0.16,+0.03,0.06,0.16,206,11495,
18 Feb 150.00 (AAPL1816B150),21.70,+0.05,21.45,22.05,146,6710,18 Feb 150.00 (AAPL1816N150),0.27,-0.04,0.26,0.27,726,13065,
18 Feb 150.00 (AAPL1816B150-3),21.35,+0.25,21.45,22.05,6,6710,18 Feb 150.00 (AAPL1816N150-3),0.31,-0.05,0.26,0.32,37,13065,
18 Feb 150.00 (AAPL1816B150-4),20.85,-1.05,21.45,22.05,71,6710,18 Feb 150.00 (AAPL1816N150-4),0.32,-0.01,0.25,0.30,25,13065,
18 Feb 150.00 (AAPL1816B150-8),21.09,+0.19,21.45,22.05,14,6710,18 Feb 150.00 (AAPL1816N150-8),0.27,-0.04,0.23,0.32,49,13065,
18 Feb 150.00 (AAPL1816B150-A),21.10,0.0,21.45,22.30,0,6710,18 Feb 150.00 (AAPL1816N150-A),0.27,0.0,0.0,0.47,0,13065,
18 Feb 150.00 (AAPL1816B150-B),21.06,-3.53,19.60,23.90,3,6710,18 Feb 150.00 (AAPL1816N150-B),0.37,0.0,0.0,2.40,0,13065,
18 Feb 150.00 (AAPL1816B150-E),20.99,+0.09,21.45,22.05,3,6710,18 Feb 150.00 (AAPL1816N150-E),0.28,-0.06,0.22,0.37,91,13065,
18 Feb 150.00 (AAPL1816B150-I),21.00,-2.00,21.25,22.45,9,6710,18 Feb 150.00 (AAPL1816N150-I),0.30,+0.01,0.26,0.29,193,13065,
18 Feb 150.00 (AAPL1816B150-J),20.90,0.0,21.45,22.05,0,6710,18 Feb 150.00 (AAPL1816N150-J),0.26,0.0,0.06,0.49,0,13065,
18 Feb 150.00 (AAPL1816B150-K),20.90,0.0,21.45,22.05,0,6710,18 Feb 150.00 (AAPL1816N150-K),0.44,0.0,0.0,2.40,0,13065,
18 Feb 150.00 (AAPL1816B150-O),21.65,0.0,19.55,23.90,4,6710,18 Feb 150.00 (AAPL1816N150-O),0.30,-0.02,0.26,0.28,84,13065,
18 Feb 150.00 (AAPL1816B150-OG),21.20,-0.80,19.60,23.90,10,6710,18 Feb 150.00 (AAPL1816N150-OG),0.22,0.0,0.0,0.27,0,13065,
18 Feb 150.00 (AAPL1816B150-P),21.70,+0.60,21.45,22.05,10,6710,18 Feb 150.00 (AAPL1816N150-P),0.30,-0.05,0.26,0.29,107,13065,
18 Feb 150.00 (AAPL1816B150-S),20.75,-0.35,21.45,22.05,5,6710,18 Feb 150.00 (AAPL1816N150-S),0.30,-0.04,0.26,0.29,24,13065,
18 Feb 150.00 (AAPL1816B150-X),21.85,+0.95,21.45,22.05,6,6710,18 Feb 150.00 (AAPL1816N150-X),0.27,-0.06,0.25,0.30,73,13065,
18 Feb 150.00 (AAPL1816B150-Y),21.80,+0.90,21.15,22.40,5,6710,18 Feb 150.00 (AAPL1816N150-Y),0.31,-0.05,0.25,0.37,43,13065,
18 Feb 152.50 (AAPL1816B152.5),18.95,+0.12,18.90,19.50,266,120,18 Feb 152.50 (AAPL1816N152.5),0.40,-0.05,0.38,0.40,1186,436,
18 Feb 152.50 (AAPL1816B152.5-3),19.05,0.0,18.90,19.50,57,120,18 Feb 152.50 (AAPL1816N152.5-3),0.41,+0.09,0.33,0.45,7,436,
18 Feb 152.50 (AAPL1816B152.5-4),0.0,0.0,18.90,19.50,0,120,18 Feb 152.50 (AAPL1816N152.5-4),0.42,+0.07,0.36,0.42,144,436,
18 Feb 152.50 (AAPL1816B152.5-8),18.78,0.0,18.90,19.50,10,120,18 Feb 152.50 (AAPL1816N152.5-8),0.48,+0.22,0.35,0.46,20,436,
18 Feb 152.50 (AAPL1816B152.5-A),0.0,0.0,18.75,19.50,0,120,18 Feb 152.50 (AAPL1816N152.5-A),0.41,-0.04,0.33,0.60,413,436,
18 Feb 152.50 (AAPL1816B152.5-B),23.45,0.0,17.20,21.50,0,120,18 Feb 152.50 (AAPL1816N152.5-B),0.42,-0.05,0.0,2.52,71,436,
18 Feb 152.50 (AAPL1816B152.5-E),19.05,+0.22,18.90,19.50,80,120,18 Feb 152.50 (AAPL1816N152.5-E),0.45,-0.04,0.31,0.49,98,436,
18 Feb 152.50 (AAPL1816B152.5-I),18.95,-2.45,18.90,19.55,72,120,18 Feb 152.50 (AAPL1816N152.5-I),0.43,-0.08,0.37,0.41,76,436,
18 Feb 152.50 (AAPL1816B152.5-J),0.0,0.0,18.90,19.50,0,120,18 Feb 152.50 (AAPL1816N152.5-J),0.46,+0.25,0.0,0.61,1,436,
18 Feb 152.50 (AAPL1816B152.5-K),19.05,0.0,18.90,19.50,19,120,18 Feb 152.50 (AAPL1816N152.5-K),0.0,0.0,0.0,2.52,0,436,
18 Feb 152.50 (AAPL1816B152.5-O),0.0,0.0,17.40,21.50,0,120,18 Feb 152.50 (AAPL1816N152.5-O),0.41,-0.04,0.38,0.40,103,436,
18 Feb 152.50 (AAPL1816B152.5-OG),0.0,0.0,17.20,21.50,0,120,18 Feb 152.50 (AAPL1816N152.5-OG),0.41,0.0,0.0,2.52,49,436,
18 Feb 152.50 (AAPL1816B152.5-P),0.0,0.0,18.90,19.50,0,120,18 Feb 152.50 (AAPL1816N152.5-P),0.42,+0.21,0.37,0.41,15,436,
18 Feb 152.50 (AAPL1816B152.5-S),19.05,0.0,18.90,19.50,10,120,18 Feb 152.50 (AAPL1816N152.5-S),0.40,+0.12,0.37,0.50,60,436,
18 Feb 152.50 (AAPL1816B152.5-X),18.95,-6.00,18.90,19.50,10,120,18 Feb 152.50 (AAPL1816N152.5-X),0.40,-0.06,0.36,0.42,112,436,
18 Feb 152.50 (AAPL1816B152.5-Y),19.05,0.0,18.90,20.00,8,120,18 Feb 152.50 (AAPL1816N152.5-Y),0.42,+0.01,0.37,0.48,17,436,
18 Feb 155.00 (AAPL1816B155),16.90,+0.25,16.85,17.05,400,11252,18 Feb 155.00 (AAPL1816N155),0.57,-0.07,0.56,0.60,642,19024,
18 Feb 155.00 (AAPL1816B155-3),18.30,0.0,16.85,17.35,0,11252,18 Feb 155.00 (AAPL1816N155-3),0.66,-0.03,0.56,0.60,6,19024,
18 Feb 155.00 (AAPL1816B155-4),16.64,-1.52,16.85,17.55,3,11252,18 Feb 155.00 (AAPL1816N155-4),0.60,-0.10,0.56,0.60,6,19024,
18 Feb 155.00 (AAPL1816B155-8),16.45,-0.29,16.85,18.15,199,11252,18 Feb 155.00 (AAPL1816N155-8),0.56,-0.08,0.54,0.63,108,19024,
18 Feb 155.00 (AAPL1816B155-A),16.70,0.0,16.30,18.20,0,11252,18 Feb 155.00 (AAPL1816N155-A),0.60,0.0,0.53,0.61,0,19024,
18 Feb 155.00 (AAPL1816B155-B),15.90,-4.68,14.85,19.15,2,11252,18 Feb 155.00 (AAPL1816N155-B),0.60,-0.07,0.0,2.70,2,19024,
18 Feb 155.00 (AAPL1816B155-E),16.90,+0.17,16.85,17.55,37,11252,18 Feb 155.00 (AAPL1816N155-E),0.57,-0.12,0.56,0.67,226,19024,
18 Feb 155.00 (AAPL1816B155-I),16.60,+0.05,16.75,17.20,50,11252,18 Feb 155.00 (AAPL1816N155-I),0.60,-0.07,0.56,0.60,12,19024,
18 Feb 155.00 (AAPL1816B155-J),18.25,0.0,15.80,18.55,0,11252,18 Feb 155.00 (AAPL1816N155-J),0.47,0.0,0.0,0.80,0,19024,
18 Feb 155.00 (AAPL1816B155-K),20.60,0.0,16.85,19.15,0,11252,18 Feb 155.00 (AAPL1816N155-K),3.25,0.0,0.0,2.70,0,19024,
18 Feb 155.00 (AAPL1816B155-O),16.35,-0.75,16.85,17.05,10,11252,18 Feb 155.00 (AAPL1816N155-O),0.70,+0.08,0.56,0.60,13,19024,
18 Feb 155.00 (AAPL1816B155-OG),17.00,0.0,14.85,19.15,0,11252,18 Feb 155.00 (AAPL1816N155-OG),0.47,0.0,0.09,2.70,0,19024,
18 Feb 155.00 (AAPL1816B155-P),17.10,+0.45,16.85,18.90,16,11252,18 Feb 155.00 (AAPL1816N155-P),0.61,-0.10,0.56,0.60,158,19024,
18 Feb 155.00 (AAPL1816B155-S),16.10,-0.35,16.85,17.20,33,11252,18 Feb 155.00 (AAPL1816N155-S),0.65,+0.06,0.56,0.60,14,19024,
18 Feb 155.00 (AAPL1816B155-X),17.00,+0.30,16.85,17.85,50,11252,18 Feb 155.00 (AAPL1816N155-X),0.61,-0.05,0.56,0.61,64,19024,
18 Feb 155.00 (AAPL1816B155-Y),19.59,0.0,16.50,17.60,0,11252,18 Feb 155.00 (AAPL1816N155-Y),0.67,-0.05,0.48,0.65,33,19024,
18 Feb 157.50 (AAPL1816B157.5),14.45,0.0,14.60,14.85,50,200,18 Feb 157.50 (AAPL1816N157.5),0.86,-0.07,0.83,0.87,658,1757,
18 Feb 157.50 (AAPL1816B157.5-3),22.05,0.0,14.60,14.85,0,200,18 Feb 157.50 (AAPL1816N157.5-3),0.93,+0.03,0.83,0.96,1,1757,
18 Feb 157.50 (AAPL1816B157.5-4),15.30,0.0,14.50,14.90,0,200,18 Feb 157.50 (AAPL1816N157.5-4),0.89,0.0,0.83,0.88,21,1757,
18 Feb 157.50 (AAPL1816B157.5-8),14.24,-0.39,14.60,15.25,1,200,18 Feb 157.50 (AAPL1816N157.5-8),0.87,-0.15,0.81,0.91,43,1757,
18 Feb 157.50 (AAPL1816B157.5-A),14.45,-0.85,14.20,15.40,2,200,18 Feb 157.50 (AAPL1816N157.5-A),1.03,+0.07,0.83,0.88,13,1757,
18 Feb 157.50 (AAPL1816B157.5-B),14.45,0.0,12.55,16.85,0,200,18 Feb 157.50 (AAPL1816N157.5-B),0.89,-0.05,0.0,2.98,50,1757,
18 Feb 157.50 (AAPL1816B157.5-E),14.63,0.0,14.25,15.30,0,200,18 Feb 157.50 (AAPL1816N157.5-E),1.02,-0.02,0.83,0.94,175,1757,
18 Feb 157.50 (AAPL1816B157.5-I),14.65,+0.45,14.50,14.95,1,200,18 Feb 157.50 (AAPL1816N157.5-I),0.92,+0.01,0.83,0.87,168,1757,
18 Feb 157.50 (AAPL1816B157.5-J),0.0,0.0,13.55,15.90,0,200,18 Feb 157.50 (AAPL1816N157.5-J),0.86,+0.27,0.83,1.10,1,1757,
18 Feb 157.50 (AAPL1816B157.5-K),0.0,0.0,12.55,16.85,0,200,18 Feb 157.50 (AAPL1816N157.5-K),0.59,0.0,0.0,2.98,0,1757,
18 Feb 157.50 (AAPL1816B157.5-O),14.20,0.0,14.35,15.40,0,200,18 Feb 157.50 (AAPL1816N157.5-O),0.94,+0.09,0.83,0.87,42,1757,
18 Feb 157.50 (AAPL1816B157.5-OG),15.30,0.0,12.55,16.85,0,200,18 Feb 157.50 (AAPL1816N157.5-OG),0.95,-0.05,0.0,2.98,10,1757,
18 Feb 157.50 (AAPL1816B157.5-P),14.15,-0.45,14.60,14.95,10,200,18 Feb 157.50 (AAPL1816N157.5-P),0.86,-0.07,0.83,0.87,45,1757,
18 Feb 157.50 (AAPL1816B157.5-S),0.0,0.0,14.60,14.95,0,200,18 Feb 157.50 (AAPL1816N157.5-S),0.91,+0.32,0.83,2.98,8,1757,
18 Feb 157.50 (AAPL1816B157.5-X),14.45,0.0,14.60,14.90,36,200,18 Feb 157.50 (AAPL1816N157.5-X),0.84,-0.20,0.83,0.88,48,1757,
18 Feb 157.50 (AAPL1816B157.5-Y),0.0,0.0,14.30,14.95,0,200,18 Feb 157.50 (AAPL1816N157.5-Y),0.89,-0.01,0.75,0.92,33,1757,
18 Feb 160.00 (AAPL1816B160),12.50,-0.15,12.35,12.60,647,14100,18 Feb 160.00 (AAPL1816N160),1.25,-0.07,1.22,1.27,1617,21725,
18 Feb 160.00 (AAPL1816B160-3),11.85,-0.80,12.35,12.90,3,14100,18 Feb 160.00 (AAPL1816N160-3),1.30,-0.16,1.12,1.27,65,21725,
18 Feb 160.00 (AAPL1816B160-4),12.34,+0.24,12.35,13.70,53,14100,18 Feb 160.00 (AAPL1816N160-4),1.27,-0.10,1.21,1.27,128,21725,
18 Feb 160.00 (AAPL1816B160-8),12.42,+0.03,12.35,13.65,18,14100,18 Feb 160.00 (AAPL1816N160-8),1.25,-0.07,1.17,1.34,125,21725,
18 Feb 160.00 (AAPL1816B160-A),12.40,-1.64,12.35,13.45,3,14100,18 Feb 160.00 (AAPL1816N160-A),1.30,-0.05,1.20,1.33,36,21725,
18 Feb 160.00 (AAPL1816B160-B),12.23,-0.17,10.40,14.70,22,14100,18 Feb 160.00 (AAPL1816N160-B),1.24,-0.19,0.40,3.35,21,21725,
18 Feb 160.00 (AAPL1816B160-E),12.60,+0.12,12.35,12.60,54,14100,18 Feb 160.00 (AAPL1816N160-E),1.26,-0.13,1.13,1.32,446,21725,
18 Feb 160.00 (AAPL1816B160-I),12.20,-0.10,12.25,13.00,237,14100,18 Feb 160.00 (AAPL1816N160-I),1.23,-0.14,1.22,1.27,368,21725,
18 Feb 160.00 (AAPL1816B160-J),19.35,0.0,12.35,14.70,0,14100,18 Feb 160.00 (AAPL1816N160-J),1.35,+0.48,1.01,1.49,3,21725,
18 Feb 160.00 (AAPL1816B160-K),16.20,0.0,12.35,14.70,0,14100,18 Feb 160.00 (AAPL1816N160-K),0.69,0.0,0.0,3.35,0,21725,
18 Feb 160.00 (AAPL1816B160-O),12.50,+0.25,12.35,12.85,68,14100,18 Feb 160.00 (AAPL1816N160-O),1.23,-0.09,1.22,1.27,78,21725,
18 Feb 160.00 (AAPL1816B160-OG),12.40,+0.10,10.40,14.70,23,14100,18 Feb 160.00 (AAPL1816N160-OG),1.24,0.0,0.0,1.80,0,21725,
18 Feb 160.00 (AAPL1816B160-P),12.30,+0.30,12.35,13.05,7,14100,18 Feb 160.00 (AAPL1816N160-P),1.26,-0.19,1.21,1.27,83,21725,
18 Feb 160.00 (AAPL1816B160-S),12.35,-0.45,12.35,13.00,82,14100,18 Feb 160.00 (AAPL1816N160-S),1.30,-0.02,1.21,1.27,135,21725,
18 Feb 160.00 (AAPL1816B160-X),12.52,+0.07,12.35,14.70,77,14100,18 Feb 160.00 (AAPL1816N160-X),1.25,-0.12,1.21,1.28,102,21725,
18 Feb 160.00 (AAPL1816B160-Y),15.01,0.0,12.20,13.10,0,14100,18 Feb 160.00 (AAPL1816N160-Y),1.34,+0.02,1.14,1.31,27,21725,
18 Feb 162.50 (AAPL1816B162.5),10.20,-0.15,10.50,10.60,569,589,18 Feb 162.50 (AAPL1816N162.5),1.75,-0.17,1.75,1.80,1501,2094,
18 Feb 162.50 (AAPL1816B162.5-3),10.11,-5.74,10.25,10.85,6,589,18 Feb 162.50 (AAPL1816N162.5-3),1.91,-0.06,1.71,1.81,51,2094,
18 Feb 162.50 (AAPL1816B162.5-4),10.60,-1.55,10.45,10.70,33,589,18 Feb 162.50 (AAPL1816N162.5-4),1.75,0.0,1.74,1.81,69,2094,
18 Feb 162.50 (AAPL1816B162.5-8),10.60,+0.43,10.25,10.85,96,589,18 Feb 162.50 (AAPL1816N162.5-8),1.80,-0.12,1.71,1.85,165,2094,
18 Feb 162.50 (AAPL1816B162.5-A),10.20,-1.95,10.25,10.85,5,589,18 Feb 162.50 (AAPL1816N162.5-A),2.06,+0.84,1.71,1.85,11,2094,
18 Feb 162.50 (AAPL1816B162.5-B),9.73,-0.26,10.25,10.85,10,589,18 Feb 162.50 (AAPL1816N162.5-B),1.90,-0.14,1.69,1.83,22,2094,
18 Feb 162.50 (AAPL1816B162.5-E),10.20,-1.95,10.25,10.85,157,589,18 Feb 162.50 (AAPL1816N162.5-E),1.93,+0.02,1.70,1.86,301,2094,
18 Feb 162.50 (AAPL1816B162.5-I),10.20,-2.15,10.35,10.60,88,589,18 Feb 162.50 (AAPL1816N162.5-I),1.83,-0.17,1.75,1.82,209,2094,
18 Feb 162.50 (AAPL1816B162.5-J),10.55,0.0,10.50,10.85,4,589,18 Feb 162.50 (AAPL1816N162.5-J),1.26,0.0,1.69,1.86,0,2094,
18 Feb 162.50 (AAPL1816B162.5-K),0.0,0.0,8.40,12.70,0,589,18 Feb 162.50 (AAPL1816N162.5-K),0.0,0.0,0.0,3.90,0,2094,
18 Feb 162.50 (AAPL1816B162.5-O),10.20,-0.20,10.50,10.60,53,589,18 Feb 162.50 (AAPL1816N162.5-O),1.80,+0.40,1.73,1.80,114,2094,
18 Feb 162.50 (AAPL1816B162.5-OG),12.15,0.0,10.50,10.85,0,589,18 Feb 162.50 (AAPL1816N162.5-OG),2.00,+0.72,1.70,1.86,11,2094,
18 Feb 162.50 (AAPL1816B162.5-P),10.25,-0.10,10.30,10.85,18,589,18 Feb 162.50 (AAPL1816N162.5-P),1.82,+0.60,1.75,1.83,198,2094,
18 Feb 162.50 (AAPL1816B162.5-S),10.20,0.0,10.25,10.85,20,589,18 Feb 162.50 (AAPL1816N162.5-S),1.83,-0.14,1.74,1.81,113,2094,
18 Feb 162.50 (AAPL1816B162.5-X),10.35,-2.20,10.45,10.70,79,589,18 Feb 162.50 (AAPL1816N162.5-X),1.93,-0.01,1.74,1.81,167,2094,
