AAPL (APPLE INC),171.51,+0.40,
Jan 28 2018 @ 22:49 ET,Bid,171.39,Ask,171.40,Size,2x2,Vol,39143011,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
18 Mar 110.00 (AAPL1816C110),0.0,0.0,60.90,62.15,0,0,18 Mar 110.00 (AAPL1816O110),0.02,0.0,0.0,0.08,0,4,
18 Mar 110.00 (AAPL1816C110-3),0.0,0.0,59.35,64.00,0,0,18 Mar 110.00 (AAPL1816O110-3),0.0,0.0,0.0,2.16,0,4,
18 Mar 110.00 (AAPL1816C110-4),0.0,0.0,60.90,63.65,0,0,18 Mar 110.00 (AAPL1816O110-4),0.0,0.0,0.0,0.10,0,4,
18 Mar 110.00 (AAPL1816C110-8),0.0,0.0,59.35,63.70,0,0,18 Mar 110.00 (AAPL1816O110-8),0.02,0.0,0.0,0.30,0,4,
18 Mar 110.00 (AAPL1816C110-A),0.0,0.0,59.75,62.95,0,0,18 Mar 110.00 (AAPL1816O110-A),0.0,0.0,0.0,0.08,0,4,
18 Mar 110.00 (AAPL1816C110-B),0.0,0.0,59.35,63.70,0,0,18 Mar 110.00 (AAPL1816O110-B),0.0,0.0,0.0,2.16,0,4,
18 Mar 110.00 (AAPL1816C110-E),0.0,0.0,60.90,62.25,0,0,18 Mar 110.00 (AAPL1816O110-E),0.0,0.0,0.0,0.10,0,4,
18 Mar 110.00 (AAPL1816C110-I),0.0,0.0,59.35,63.70,0,0,18 Mar 110.00 (AAPL1816O110-I),0.0,0.0,0.0,0.08,0,4,
18 Mar 110.00 (AAPL1816C110-J),0.0,0.0,59.35,63.70,0,0,18 Mar 110.00 (AAPL1816O110-J),0.0,0.0,0.0,0.28,0,4,
18 Mar 110.00 (AAPL1816C110-K),0.0,0.0,59.35,63.70,0,0,18 Mar 110.00 (AAPL1816O110-K),0.0,0.0,0.0,2.16,0,4,
18 Mar 110.00 (AAPL1816C110-O),0.0,0.0,59.35,63.70,0,0,18 Mar 110.00 (AAPL1816O110-O),0.0,0.0,0.0,0.08,0,4,
18 Mar 110.00 (AAPL1816C110-OG),0.0,0.0,59.35,63.70,0,0,18 Mar 110.00 (AAPL1816O110-OG),0.0,0.0,0.0,0.10,0,4,
18 Mar 110.00 (AAPL1816C110-P),0.0,0.0,59.50,62.15,0,0,18 Mar 110.00 (AAPL1816O110-P),0.0,0.0,0.0,0.08,0,4,
18 Mar 110.00 (AAPL1816C110-S),0.0,0.0,59.40,63.65,0,0,18 Mar 110.00 (AAPL1816O110-S),0.0,0.0,0.0,0.08,0,4,
18 Mar 110.00 (AAPL1816C110-X),0.0,0.0,59.35,63.60,0,0,18 Mar 110.00 (AAPL1816O110-X),0.0,0.0,0.0,0.28,0,4,
18 Mar 110.00 (AAPL1816C110-Y),0.0,0.0,60.90,62.25,0,0,18 Mar 110.00 (AAPL1816O110-Y),0.0,0.0,0.0,0.08,0,4,
18 Mar 115.00 (AAPL1816C115),0.0,0.0,55.90,57.15,0,0,18 Mar 115.00 (AAPL1816O115),0.0,0.0,0.0,0.11,0,0,
18 Mar 115.00 (AAPL1816C115-3),0.0,0.0,54.35,59.00,0,0,18 Mar 115.00 (AAPL1816O115-3),0.0,0.0,0.0,2.17,0,0,
18 Mar 115.00 (AAPL1816C115-4),0.0,0.0,55.90,58.65,0,0,18 Mar 115.00 (AAPL1816O115-4),0.0,0.0,0.0,0.11,0,0,
18 Mar 115.00 (AAPL1816C115-8),0.0,0.0,54.10,58.70,0,0,18 Mar 115.00 (AAPL1816O115-8),0.0,0.0,0.0,0.95,0,0,
18 Mar 115.00 (AAPL1816C115-A),0.0,0.0,54.75,58.35,0,0,18 Mar 115.00 (AAPL1816O115-A),0.0,0.0,0.0,0.11,0,0,
18 Mar 115.00 (AAPL1816C115-B),0.0,0.0,54.35,58.70,0,0,18 Mar 115.00 (AAPL1816O115-B),0.0,0.0,0.0,2.17,0,0,
18 Mar 115.00 (AAPL1816C115-E),0.0,0.0,55.90,57.25,0,0,18 Mar 115.00 (AAPL1816O115-E),0.0,0.0,0.0,0.11,0,0,
18 Mar 115.00 (AAPL1816C115-I),0.0,0.0,54.35,58.60,0,0,18 Mar 115.00 (AAPL1816O115-I),0.0,0.0,0.0,0.11,0,0,
18 Mar 115.00 (AAPL1816C115-J),0.0,0.0,54.35,58.70,0,0,18 Mar 115.00 (AAPL1816O115-J),0.0,0.0,0.0,0.31,0,0,
18 Mar 115.00 (AAPL1816C115-K),0.0,0.0,54.35,58.70,0,0,18 Mar 115.00 (AAPL1816O115-K),0.0,0.0,0.0,2.17,0,0,
18 Mar 115.00 (AAPL1816C115-O),0.0,0.0,54.35,58.60,0,0,18 Mar 115.00 (AAPL1816O115-O),0.0,0.0,0.0,0.11,0,0,
18 Mar 115.00 (AAPL1816C115-OG),0.0,0.0,54.35,58.70,0,0,18 Mar 115.00 (AAPL1816O115-OG),0.0,0.0,0.0,0.11,0,0,
18 Mar 115.00 (AAPL1816C115-P),0.0,0.0,54.50,57.15,0,0,18 Mar 115.00 (AAPL1816O115-P),0.0,0.0,0.0,0.11,0,0,
18 Mar 115.00 (AAPL1816C115-S),0.0,0.0,54.35,58.60,0,0,18 Mar 115.00 (AAPL1816O115-S),0.0,0.0,0.0,0.11,0,0,
18 Mar 115.00 (AAPL1816C115-X),0.0,0.0,54.40,58.60,0,0,18 Mar 115.00 (AAPL1816O115-X),0.0,0.0,0.0,0.31,0,0,
18 Mar 115.00 (AAPL1816C115-Y),0.0,0.0,55.90,57.25,0,0,18 Mar 115.00 (AAPL1816O115-Y),0.0,0.0,0.0,0.11,0,0,
18 Mar 120.00 (AAPL1816C120),53.12,0.0,50.90,52.25,0,5,18 Mar 120.00 (AAPL1816O120),0.03,0.0,0.0,0.12,10,10,
18 Mar 120.00 (AAPL1816C120-3),0.0,0.0,49.35,54.00,0,5,18 Mar 120.00 (AAPL1816O120-3),0.0,0.0,0.0,0.12,0,10,
18 Mar 120.00 (AAPL1816C120-4),0.0,0.0,50.90,52.25,0,5,18 Mar 120.00 (AAPL1816O120-4),0.0,0.0,0.0,0.12,0,10,
18 Mar 120.00 (AAPL1816C120-8),0.0,0.0,49.45,53.70,0,5,18 Mar 120.00 (AAPL1816O120-8),0.0,0.0,0.0,0.19,0,10,
18 Mar 120.00 (AAPL1816C120-A),0.0,0.0,49.80,53.15,0,5,18 Mar 120.00 (AAPL1816O120-A),0.0,0.0,0.0,0.12,0,10,
18 Mar 120.00 (AAPL1816C120-B),0.0,0.0,49.35,53.70,0,5,18 Mar 120.00 (AAPL1816O120-B),0.0,0.0,0.0,2.18,0,10,
18 Mar 120.00 (AAPL1816C120-E),53.12,0.0,50.90,52.25,0,5,18 Mar 120.00 (AAPL1816O120-E),0.0,0.0,0.0,0.12,0,10,
18 Mar 120.00 (AAPL1816C120-I),0.0,0.0,49.35,53.70,0,5,18 Mar 120.00 (AAPL1816O120-I),0.03,0.0,0.0,0.12,0,10,
18 Mar 120.00 (AAPL1816C120-J),0.0,0.0,49.35,53.70,0,5,18 Mar 120.00 (AAPL1816O120-J),0.0,0.0,0.0,0.32,0,10,
18 Mar 120.00 (AAPL1816C120-K),0.0,0.0,49.35,53.70,0,5,18 Mar 120.00 (AAPL1816O120-K),0.0,0.0,0.0,2.18,0,10,
18 Mar 120.00 (AAPL1816C120-O),0.0,0.0,49.35,53.70,0,5,18 Mar 120.00 (AAPL1816O120-O),0.03,0.0,0.0,0.12,10,10,
18 Mar 120.00 (AAPL1816C120-OG),0.0,0.0,49.35,53.70,0,5,18 Mar 120.00 (AAPL1816O120-OG),0.0,0.0,0.0,0.12,0,10,
18 Mar 120.00 (AAPL1816C120-P),0.0,0.0,49.55,53.65,0,5,18 Mar 120.00 (AAPL1816O120-P),0.0,0.0,0.0,0.12,0,10,
18 Mar 120.00 (AAPL1816C120-S),0.0,0.0,49.40,53.65,0,5,18 Mar 120.00 (AAPL1816O120-S),0.0,0.0,0.0,0.12,0,10,
18 Mar 120.00 (AAPL1816C120-X),0.0,0.0,49.40,53.60,0,5,18 Mar 120.00 (AAPL1816O120-X),0.0,0.0,0.0,0.20,0,10,
18 Mar 120.00 (AAPL1816C120-Y),0.0,0.0,50.90,52.25,0,5,18 Mar 120.00 (AAPL1816O120-Y),0.0,0.0,0.0,0.12,0,10,
18 Mar 125.00 (AAPL1816C125),46.11,-0.72,45.95,47.15,13,0,18 Mar 125.00 (AAPL1816O125),0.11,+0.04,0.03,0.13,59,171,
18 Mar 125.00 (AAPL1816C125-3),0.0,0.0,44.40,47.15,0,0,18 Mar 125.00 (AAPL1816O125-3),0.0,0.0,0.03,0.13,0,171,
18 Mar 125.00 (AAPL1816C125-4),46.11,0.0,45.95,47.15,10,0,18 Mar 125.00 (AAPL1816O125-4),0.05,0.0,0.03,0.13,0,171,
18 Mar 125.00 (AAPL1816C125-8),46.83,0.0,45.20,48.20,3,0,18 Mar 125.00 (AAPL1816O125-8),0.11,+0.04,0.03,0.13,59,171,
18 Mar 125.00 (AAPL1816C125-A),0.0,0.0,44.40,47.15,0,0,18 Mar 125.00 (AAPL1816O125-A),0.11,0.0,0.03,0.13,0,171,
18 Mar 125.00 (AAPL1816C125-B),0.0,0.0,44.40,48.70,0,0,18 Mar 125.00 (AAPL1816O125-B),0.0,0.0,0.0,2.20,0,171,
18 Mar 125.00 (AAPL1816C125-E),0.0,0.0,45.95,47.15,0,0,18 Mar 125.00 (AAPL1816O125-E),0.0,0.0,0.03,0.13,0,171,
18 Mar 125.00 (AAPL1816C125-I),0.0,0.0,44.40,48.45,0,0,18 Mar 125.00 (AAPL1816O125-I),0.03,0.0,0.03,0.13,0,171,
18 Mar 125.00 (AAPL1816C125-J),0.0,0.0,44.40,48.70,0,0,18 Mar 125.00 (AAPL1816O125-J),0.0,0.0,0.03,0.13,0,171,
18 Mar 125.00 (AAPL1816C125-K),0.0,0.0,44.40,48.70,0,0,18 Mar 125.00 (AAPL1816O125-K),0.0,0.0,0.03,0.13,0,171,
18 Mar 125.00 (AAPL1816C125-O),0.0,0.0,45.60,48.40,0,0,18 Mar 125.00 (AAPL1816O125-O),0.08,0.0,0.03,0.13,0,171,
18 Mar 125.00 (AAPL1816C125-OG),0.0,0.0,44.40,48.70,0,0,18 Mar 125.00 (AAPL1816O125-OG),0.0,0.0,0.0,0.14,0,171,
18 Mar 125.00 (AAPL1816C125-P),0.0,0.0,45.95,47.15,0,0,18 Mar 125.00 (AAPL1816O125-P),0.05,0.0,0.03,0.13,0,171,
18 Mar 125.00 (AAPL1816C125-S),0.0,0.0,44.40,48.45,0,0,18 Mar 125.00 (AAPL1816O125-S),0.08,0.0,0.03,0.13,0,171,
18 Mar 125.00 (AAPL1816C125-X),0.0,0.0,45.40,47.15,0,0,18 Mar 125.00 (AAPL1816O125-X),0.0,0.0,0.03,0.13,0,171,
18 Mar 125.00 (AAPL1816C125-Y),0.0,0.0,45.90,47.25,0,0,18 Mar 125.00 (AAPL1816O125-Y),0.05,0.0,0.03,0.13,0,171,
18 Mar 130.00 (AAPL1816C130),41.00,-0.40,40.95,42.20,2,21,18 Mar 130.00 (AAPL1816O130),0.10,0.0,0.07,0.12,12,32,
18 Mar 130.00 (AAPL1816C130-3),0.0,0.0,39.40,43.75,0,21,18 Mar 130.00 (AAPL1816O130-3),0.0,0.0,0.07,0.32,0,32,
18 Mar 130.00 (AAPL1816C130-4),0.0,0.0,40.95,42.20,0,21,18 Mar 130.00 (AAPL1816O130-4),0.0,0.0,0.07,0.19,0,32,
18 Mar 130.00 (AAPL1816C130-8),0.0,0.0,39.40,43.65,0,21,18 Mar 130.00 (AAPL1816O130-8),0.10,-0.01,0.07,0.20,2,32,
18 Mar 130.00 (AAPL1816C130-A),0.0,0.0,39.85,43.25,0,21,18 Mar 130.00 (AAPL1816O130-A),0.0,0.0,0.07,0.32,0,32,
18 Mar 130.00 (AAPL1816C130-B),0.0,0.0,39.40,43.75,0,21,18 Mar 130.00 (AAPL1816O130-B),0.0,0.0,0.0,2.24,0,32,
18 Mar 130.00 (AAPL1816C130-E),41.40,0.0,40.95,42.20,0,21,18 Mar 130.00 (AAPL1816O130-E),0.08,0.0,0.07,0.19,0,32,
18 Mar 130.00 (AAPL1816C130-I),43.50,0.0,39.40,43.45,0,21,18 Mar 130.00 (AAPL1816O130-I),0.10,0.0,0.07,0.18,0,32,
18 Mar 130.00 (AAPL1816C130-J),0.0,0.0,39.40,43.75,0,21,18 Mar 130.00 (AAPL1816O130-J),0.0,0.0,0.07,0.38,0,32,
18 Mar 130.00 (AAPL1816C130-K),0.0,0.0,39.40,43.75,0,21,18 Mar 130.00 (AAPL1816O130-K),0.0,0.0,0.07,2.24,0,32,
18 Mar 130.00 (AAPL1816C130-O),0.0,0.0,39.65,43.30,0,21,18 Mar 130.00 (AAPL1816O130-O),0.07,0.0,0.07,0.20,0,32,
18 Mar 130.00 (AAPL1816C130-OG),0.0,0.0,39.40,43.75,0,21,18 Mar 130.00 (AAPL1816O130-OG),0.0,0.0,0.0,0.12,0,32,
18 Mar 130.00 (AAPL1816C130-P),0.0,0.0,39.60,43.45,0,21,18 Mar 130.00 (AAPL1816O130-P),0.0,0.0,0.07,0.18,0,32,
18 Mar 130.00 (AAPL1816C130-S),41.00,0.0,39.40,43.45,2,21,18 Mar 130.00 (AAPL1816O130-S),0.10,0.0,0.07,0.18,10,32,
18 Mar 130.00 (AAPL1816C130-X),42.60,0.0,39.40,43.65,0,21,18 Mar 130.00 (AAPL1816O130-X),0.0,0.0,0.07,0.19,0,32,
18 Mar 130.00 (AAPL1816C130-Y),0.0,0.0,40.95,42.25,0,21,18 Mar 130.00 (AAPL1816O130-Y),0.0,0.0,0.02,0.18,0,32,
18 Mar 135.00 (AAPL1816C135),42.70,0.0,36.05,37.15,0,1,18 Mar 135.00 (AAPL1816O135),0.22,0.0,0.15,0.24,0,37,
18 Mar 135.00 (AAPL1816C135-3),0.0,0.0,34.45,38.80,0,1,18 Mar 135.00 (AAPL1816O135-3),0.13,0.0,0.06,0.24,0,37,
18 Mar 135.00 (AAPL1816C135-4),0.0,0.0,34.45,37.30,0,1,18 Mar 135.00 (AAPL1816O135-4),0.0,0.0,0.15,0.24,0,37,
18 Mar 135.00 (AAPL1816C135-8),0.0,0.0,34.20,38.80,0,1,18 Mar 135.00 (AAPL1816O135-8),0.16,0.0,0.15,0.24,0,37,
18 Mar 135.00 (AAPL1816C135-A),0.0,0.0,34.85,38.45,0,1,18 Mar 135.00 (AAPL1816O135-A),0.22,0.0,0.15,0.24,0,37,
18 Mar 135.00 (AAPL1816C135-B),0.0,0.0,34.45,38.80,0,1,18 Mar 135.00 (AAPL1816O135-B),0.0,0.0,0.0,2.30,0,37,
18 Mar 135.00 (AAPL1816C135-E),0.0,0.0,35.95,37.30,0,1,18 Mar 135.00 (AAPL1816O135-E),0.20,0.0,0.15,0.24,0,37,
18 Mar 135.00 (AAPL1816C135-I),0.0,0.0,34.45,37.15,0,1,18 Mar 135.00 (AAPL1816O135-I),0.0,0.0,0.15,0.24,0,37,
18 Mar 135.00 (AAPL1816C135-J),0.0,0.0,34.45,38.80,0,1,18 Mar 135.00 (AAPL1816O135-J),0.0,0.0,0.0,0.24,0,37,
18 Mar 135.00 (AAPL1816C135-K),0.0,0.0,34.45,38.80,0,1,18 Mar 135.00 (AAPL1816O135-K),0.0,0.0,0.0,0.24,0,37,
18 Mar 135.00 (AAPL1816C135-O),0.0,0.0,34.45,38.80,0,1,18 Mar 135.00 (AAPL1816O135-O),0.0,0.0,0.15,0.24,0,37,
18 Mar 135.00 (AAPL1816C135-OG),0.0,0.0,34.45,38.80,0,1,18 Mar 135.00 (AAPL1816O135-OG),0.22,0.0,0.0,2.30,0,37,
18 Mar 135.00 (AAPL1816C135-P),0.0,0.0,34.50,37.15,0,1,18 Mar 135.00 (AAPL1816O135-P),0.0,0.0,0.15,0.24,0,37,
18 Mar 135.00 (AAPL1816C135-S),0.0,0.0,34.45,37.15,0,1,18 Mar 135.00 (AAPL1816O135-S),0.0,0.0,0.15,0.24,0,37,
18 Mar 135.00 (AAPL1816C135-X),42.70,0.0,34.45,38.70,0,1,18 Mar 135.00 (AAPL1816O135-X),0.17,0.0,0.15,0.24,0,37,
18 Mar 135.00 (AAPL1816C135-Y),0.0,0.0,36.05,37.15,0,1,18 Mar 135.00 (AAPL1816O135-Y),0.0,0.0,0.08,0.24,0,37,
18 Mar 140.00 (AAPL1816C140),30.80,-2.40,31.10,31.95,2,49,18 Mar 140.00 (AAPL1816O140),0.25,-0.09,0.25,0.29,180,171,
18 Mar 140.00 (AAPL1816C140-3),0.0,0.0,29.55,33.90,0,49,18 Mar 140.00 (AAPL1816O140-3),0.29,-0.01,0.25,0.29,5,171,
18 Mar 140.00 (AAPL1816C140-4),0.0,0.0,31.10,32.65,0,49,18 Mar 140.00 (AAPL1816O140-4),0.25,-0.05,0.25,0.33,4,171,
18 Mar 140.00 (AAPL1816C140-8),0.0,0.0,29.95,33.00,0,49,18 Mar 140.00 (AAPL1816O140-8),0.28,-0.03,0.25,0.29,9,171,
18 Mar 140.00 (AAPL1816C140-A),0.0,0.0,30.10,32.60,0,49,18 Mar 140.00 (AAPL1816O140-A),0.29,-0.04,0.25,0.29,19,171,
18 Mar 140.00 (AAPL1816C140-B),0.0,0.0,29.55,33.90,0,49,18 Mar 140.00 (AAPL1816O140-B),0.29,-0.05,0.0,2.40,1,171,
18 Mar 140.00 (AAPL1816C140-E),33.43,0.0,31.10,32.35,0,49,18 Mar 140.00 (AAPL1816O140-E),0.31,+0.03,0.21,0.29,6,171,
18 Mar 140.00 (AAPL1816C140-I),30.80,-2.40,31.10,32.05,1,49,18 Mar 140.00 (AAPL1816O140-I),0.29,+0.01,0.25,0.32,52,171,
18 Mar 140.00 (AAPL1816C140-J),0.0,0.0,30.05,33.35,0,49,18 Mar 140.00 (AAPL1816O140-J),0.0,0.0,0.05,0.29,0,171,
18 Mar 140.00 (AAPL1816C140-K),0.0,0.0,29.55,33.90,0,49,18 Mar 140.00 (AAPL1816O140-K),0.0,0.0,0.0,0.29,0,171,
18 Mar 140.00 (AAPL1816C140-O),35.40,0.0,29.65,32.30,0,49,18 Mar 140.00 (AAPL1816O140-O),0.22,0.0,0.25,0.29,0,171,
18 Mar 140.00 (AAPL1816C140-OG),0.0,0.0,29.55,33.90,0,49,18 Mar 140.00 (AAPL1816O140-OG),0.20,0.0,0.0,2.40,0,171,
18 Mar 140.00 (AAPL1816C140-P),37.20,0.0,29.65,32.00,0,49,18 Mar 140.00 (AAPL1816O140-P),0.28,0.0,0.25,0.29,1,171,
18 Mar 140.00 (AAPL1816C140-S),0.0,0.0,31.10,32.05,0,49,18 Mar 140.00 (AAPL1816O140-S),0.30,0.0,0.25,0.29,0,171,
18 Mar 140.00 (AAPL1816C140-X),31.70,-5.90,30.00,32.95,1,49,18 Mar 140.00 (AAPL1816O140-X),0.27,-0.03,0.25,0.29,82,171,
18 Mar 140.00 (AAPL1816C140-Y),0.0,0.0,31.10,31.95,0,49,18 Mar 140.00 (AAPL1816O140-Y),0.28,-0.02,0.19,0.35,1,171,
18 Mar 145.00 (AAPL1816C145),26.40,-2.15,26.35,27.15,28,4,18 Mar 145.00 (AAPL1816O145),0.51,0.0,0.44,0.49,204,1066,
18 Mar 145.00 (AAPL1816C145-3),0.0,0.0,26.35,29.05,0,4,18 Mar 145.00 (AAPL1816O145-3),0.47,-0.03,0.27,0.49,7,1066,
18 Mar 145.00 (AAPL1816C145-4),0.0,0.0,26.35,27.45,0,4,18 Mar 145.00 (AAPL1816O145-4),0.51,+0.03,0.37,0.49,21,1066,
18 Mar 145.00 (AAPL1816C145-8),32.83,0.0,26.00,27.80,0,4,18 Mar 145.00 (AAPL1816O145-8),0.53,+0.02,0.41,0.49,74,1066,
18 Mar 145.00 (AAPL1816C145-A),0.0,0.0,26.35,27.75,0,4,18 Mar 145.00 (AAPL1816O145-A),0.47,+0.07,0.40,0.49,5,1066,
18 Mar 145.00 (AAPL1816C145-B),0.0,0.0,24.70,29.05,0,4,18 Mar 145.00 (AAPL1816O145-B),0.51,+0.08,0.0,2.58,2,1066,
18 Mar 145.00 (AAPL1816C145-E),32.69,0.0,26.35,27.15,0,4,18 Mar 145.00 (AAPL1816O145-E),0.52,+0.02,0.37,0.49,1,1066,
18 Mar 145.00 (AAPL1816C145-I),26.40,0.0,26.35,27.20,21,4,18 Mar 145.00 (AAPL1816O145-I),0.38,0.0,0.43,0.50,0,1066,
18 Mar 145.00 (AAPL1816C145-J),0.0,0.0,25.35,28.75,0,4,18 Mar 145.00 (AAPL1816O145-J),0.0,0.0,0.23,0.49,0,1066,
18 Mar 145.00 (AAPL1816C145-K),0.0,0.0,24.70,29.05,0,4,18 Mar 145.00 (AAPL1816O145-K),0.48,0.0,0.0,0.49,10,1066,
18 Mar 145.00 (AAPL1816C145-O),26.75,0.0,25.00,27.45,1,4,18 Mar 145.00 (AAPL1816O145-O),0.53,+0.14,0.44,0.52,14,1066,
18 Mar 145.00 (AAPL1816C145-OG),0.0,0.0,24.70,29.05,0,4,18 Mar 145.00 (AAPL1816O145-OG),0.0,0.0,0.0,2.58,0,1066,
18 Mar 145.00 (AAPL1816C145-P),26.65,0.0,26.35,27.15,5,4,18 Mar 145.00 (AAPL1816O145-P),0.50,0.0,0.44,0.49,0,1066,
18 Mar 145.00 (AAPL1816C145-S),0.0,0.0,26.35,27.20,0,4,18 Mar 145.00 (AAPL1816O145-S),0.52,+0.05,0.43,0.49,39,1066,
18 Mar 145.00 (AAPL1816C145-X),26.75,-1.80,26.35,28.10,1,4,18 Mar 145.00 (AAPL1816O145-X),0.52,+0.01,0.42,0.49,31,1066,
18 Mar 145.00 (AAPL1816C145-Y),0.0,0.0,26.30,27.50,0,4,18 Mar 145.00 (AAPL1816O145-Y),0.50,0.0,0.37,0.54,0,1066,
18 Mar 150.00 (AAPL1816C150),22.10,-0.35,21.80,22.35,383,108,18 Mar 150.00 (AAPL1816O150),0.76,-0.08,0.76,0.81,334,534,
18 Mar 150.00 (AAPL1816C150-3),29.50,0.0,21.80,22.35,0,108,18 Mar 150.00 (AAPL1816O150-3),0.88,+0.05,0.76,0.97,20,534,
18 Mar 150.00 (AAPL1816C150-4),22.03,-0.92,21.80,22.35,13,108,18 Mar 150.00 (AAPL1816O150-4),0.90,+0.05,0.76,0.82,4,534,
18 Mar 150.00 (AAPL1816C150-8),25.54,0.0,21.80,22.95,0,108,18 Mar 150.00 (AAPL1816O150-8),0.82,-0.07,0.75,0.84,50,534,
18 Mar 150.00 (AAPL1816C150-A),23.80,0.0,21.80,22.35,0,108,18 Mar 150.00 (AAPL1816O150-A),0.76,-0.07,0.76,0.82,30,534,
18 Mar 150.00 (AAPL1816C150-B),29.34,0.0,20.05,24.35,0,108,18 Mar 150.00 (AAPL1816O150-B),0.86,+0.21,0.0,2.90,3,534,
18 Mar 150.00 (AAPL1816C150-E),25.28,0.0,21.80,22.35,0,108,18 Mar 150.00 (AAPL1816O150-E),0.86,-0.02,0.76,0.88,46,534,
18 Mar 150.00 (AAPL1816C150-I),21.90,-2.85,21.80,22.45,51,108,18 Mar 150.00 (AAPL1816O150-I),0.87,-0.05,0.76,0.81,66,534,
18 Mar 150.00 (AAPL1816C150-J),0.0,0.0,20.80,23.35,0,108,18 Mar 150.00 (AAPL1816O150-J),0.0,0.0,0.0,1.27,0,534,
18 Mar 150.00 (AAPL1816C150-K),0.0,0.0,21.80,24.35,0,108,18 Mar 150.00 (AAPL1816O150-K),0.0,0.0,0.0,2.90,0,534,
18 Mar 150.00 (AAPL1816C150-O),22.10,-1.30,21.45,22.40,158,108,18 Mar 150.00 (AAPL1816O150-O),0.86,-0.01,0.75,0.84,7,534,
18 Mar 150.00 (AAPL1816C150-OG),21.95,-0.55,20.05,24.35,10,108,18 Mar 150.00 (AAPL1816O150-OG),0.63,0.0,0.0,2.90,0,534,
18 Mar 150.00 (AAPL1816C150-P),21.55,-4.75,21.80,22.35,12,108,18 Mar 150.00 (AAPL1816O150-P),0.85,+0.02,0.76,0.81,11,534,
18 Mar 150.00 (AAPL1816C150-S),22.20,-0.30,21.80,22.45,4,108,18 Mar 150.00 (AAPL1816O150-S),0.81,-0.03,0.76,1.10,5,534,
18 Mar 150.00 (AAPL1816C150-X),21.62,-0.83,21.80,22.35,16,108,18 Mar 150.00 (AAPL1816O150-X),0.88,+0.04,0.75,0.82,90,534,
18 Mar 150.00 (AAPL1816C150-Y),21.95,0.0,21.70,22.80,119,108,18 Mar 150.00 (AAPL1816O150-Y),0.86,+0.02,0.72,0.88,2,534,
18 Mar 155.00 (AAPL1816C155),17.74,+0.24,17.40,17.95,150,64,18 Mar 155.00 (AAPL1816O155),1.39,-0.08,1.34,1.40,870,821,
18 Mar 155.00 (AAPL1816C155-3),20.25,0.0,17.40,17.95,0,64,18 Mar 155.00 (AAPL1816O155-3),1.47,-0.11,1.06,1.68,9,821,
18 Mar 155.00 (AAPL1816C155-4),17.85,-2.30,17.40,17.95,92,64,18 Mar 155.00 (AAPL1816O155-4),1.44,+0.32,1.29,1.54,7,821,
18 Mar 155.00 (AAPL1816C155-8),17.67,-3.31,17.40,17.95,2,64,18 Mar 155.00 (AAPL1816O155-8),1.45,-0.06,1.31,1.55,118,821,
18 Mar 155.00 (AAPL1816C155-A),17.35,-0.15,17.40,17.95,10,64,18 Mar 155.00 (AAPL1816O155-A),1.42,-0.12,1.31,1.43,5,821,
18 Mar 155.00 (AAPL1816C155-B),20.23,0.0,15.60,19.90,0,64,18 Mar 155.00 (AAPL1816O155-B),1.49,0.0,0.0,3.50,6,821,
18 Mar 155.00 (AAPL1816C155-E),17.74,-1.57,17.40,17.95,2,64,18 Mar 155.00 (AAPL1816O155-E),1.39,-0.07,1.29,1.48,79,821,
18 Mar 155.00 (AAPL1816C155-I),17.35,-1.65,17.40,18.00,13,64,18 Mar 155.00 (AAPL1816O155-I),1.43,-0.09,1.33,1.42,41,821,
18 Mar 155.00 (AAPL1816C155-J),0.0,0.0,17.40,17.95,0,64,18 Mar 155.00 (AAPL1816O155-J),0.0,0.0,0.0,2.01,0,821,
18 Mar 155.00 (AAPL1816C155-K),0.0,0.0,17.40,17.95,0,64,18 Mar 155.00 (AAPL1816O155-K),0.0,0.0,0.0,3.50,0,821,
18 Mar 155.00 (AAPL1816C155-O),17.30,-0.55,17.10,18.00,10,64,18 Mar 155.00 (AAPL1816O155-O),1.41,-0.06,1.31,1.40,324,821,
18 Mar 155.00 (AAPL1816C155-OG),0.0,0.0,15.60,19.90,0,64,18 Mar 155.00 (AAPL1816O155-OG),1.55,+0.24,0.0,1.64,3,821,
18 Mar 155.00 (AAPL1816C155-P),19.00,0.0,17.40,17.95,0,64,18 Mar 155.00 (AAPL1816O155-P),1.45,-0.02,1.34,1.41,13,821,
18 Mar 155.00 (AAPL1816C155-S),18.95,0.0,17.40,17.95,0,64,18 Mar 155.00 (AAPL1816O155-S),1.55,0.0,1.33,3.50,9,821,
18 Mar 155.00 (AAPL1816C155-X),17.65,-2.51,17.40,17.95,2,64,18 Mar 155.00 (AAPL1816O155-X),1.40,-0.09,1.32,1.58,255,821,
18 Mar 155.00 (AAPL1816C155-Y),17.85,0.0,17.40,17.95,19,64,18 Mar 155.00 (AAPL1816O155-Y),1.52,+0.02,1.28,1.47,1,821,
18 Mar 160.00 (AAPL1816C160),13.64,+0.22,13.50,13.85,121,337,18 Mar 160.00 (AAPL1816O160),2.33,-0.13,2.30,2.40,731,7047,
18 Mar 160.00 (AAPL1816C160-3),0.0,0.0,13.50,13.85,0,337,18 Mar 160.00 (AAPL1816O160-3),2.63,+0.10,1.98,2.40,7,7047,
